,label,area,equivalent_diameter,mean_intensity,solidity,area_sq_microns,equivalent_diameter_microns
0,2,76,9.83698151873187,145.30263157894737,0.7102803738317757,0.9465465600000001,1.0978071374904768
1,4,74,9.706684619910241,153.40540540540542,0.7956989247311828,0.9216374400000001,1.083266003581983
2,8,87,10.524820207108489,149.48275862068965,0.8787878787878788,1.0835467200000002,1.1745699351133074
3,10,75,9.772050238058398,149.48,0.7281553398058253,0.9340920000000001,1.0905608065673174
4,12,93,10.881694613449236,151.66666666666666,0.8378378378378378,1.1582740800000002,1.2143971188609348
5,13,58,8.593479713983122,153.22413793103448,0.90625,0.7223644800000001,0.9590323360805164
6,16,529,25.95272084319679,149.52362948960302,0.7825443786982249,6.588462240000001,2.896323646100762
7,24,427,23.31680264534386,150.88758782201404,0.6876006441223832,5.318097120000001,2.602155175220375
8,25,122,12.463355264843006,148.81147540983608,0.8356164383561644,1.5194563200000002,1.3909104475564795
9,26,139,13.303394180365686,146.44604316546761,0.8373493975903614,1.7311838400000001,1.4846587905288107
10,34,87,10.524820207108489,151.28735632183907,0.90625,1.0835467200000002,1.1745699351133074
11,36,109,11.780624362746345,149.77064220183487,0.689873417721519,1.3575470400000003,1.3147176788824921
12,47,56,8.444016491289505,154.55357142857142,0.835820895522388,0.6974553600000001,0.9423522404279088
13,49,73,9.640875829802336,151.35616438356163,0.7448979591836735,0.9091828800000001,1.0759217426059409
14,58,87,10.524820207108489,146.95402298850576,0.9354838709677419,1.0835467200000002,1.1745699351133074
15,59,57,8.51907589177983,154.31578947368422,0.9344262295081968,0.7099099200000001,0.950728869522629
16,63,112,11.941642642883693,146.5,0.835820895522388,1.3949107200000002,1.3326873189458202
17,64,70,9.440697438826296,147.78571428571428,0.8536585365853658,0.8718192000000001,1.0535818341730148
18,78,76,9.83698151873187,149.96052631578948,0.6608695652173913,0.9465465600000001,1.0978071374904768
19,80,63,8.95623198216277,153.57142857142858,0.8076923076923077,0.7846372800000001,0.9995154892093652
20,82,53,8.214724333230155,150.49056603773585,0.726027397260274,0.6600916800000001,0.9167632355884854
21,83,94,10.940041919714261,145.6595744680851,0.831858407079646,1.17072864,1.2209086782401115
22,90,53,8.214724333230155,149.60377358490567,0.8412698412698413,0.6600916800000001,0.9167632355884854
23,91,52,8.136857890256438,151.15384615384616,0.8813559322033898,0.6476371200000001,0.9080733405526186
24,92,173,14.841510746523857,149.82080924855492,0.6653846153846154,2.1546388800000003,1.6563125993120627
25,93,99,11.227230955528665,152.87878787878788,0.853448275862069,1.2330014400000002,1.2529589746369991
26,96,140,13.351162356249091,149.45,0.5982905982905983,1.7436384000000003,1.4899897189573987
27,100,53,8.214724333230155,147.58490566037736,0.8983050847457628,0.6600916800000001,0.9167632355884854
28,102,74,9.706684619910241,145.52702702702703,0.8809523809523809,0.9216374400000001,1.083266003581983
29,108,109,11.780624362746345,146.94495412844037,0.7730496453900709,1.3575470400000003,1.3147176788824921
30,109,93,10.881694613449236,148.27956989247312,0.8454545454545455,1.1582740800000002,1.2143971188609348
31,113,142,13.446189622059965,152.22535211267606,0.8452380952380952,1.7685475200000003,1.5005947618218922
32,114,98,11.170383851240114,150.3673469387755,0.8909090909090909,1.2205468800000001,1.2466148377983968
33,120,101,11.340070282773887,150.63366336633663,0.8938053097345132,1.2579105600000002,1.265551843557566
34,121,136,13.159049284959082,152.00735294117646,0.7597765363128491,1.6938201600000002,1.4685499002014335
35,123,61,8.812923024107548,152.55737704918033,0.9242424242424242,0.7597281600000001,0.9835222094904024
36,126,157,14.138550439257221,151.4968152866242,0.7104072398190046,1.9553659200000002,1.577862229021106
37,128,106,11.617374563210365,146.81132075471697,0.8346456692913385,1.3201833600000001,1.2964990012542768
38,131,64,9.0270333367641,151.671875,0.8648648648648649,0.7970918400000001,1.0074169203828736
39,141,73,9.640875829802336,150.84931506849315,0.7849462365591398,0.9091828800000001,1.0759217426059409
40,145,70,9.440697438826296,151.52857142857144,0.8235294117647058,0.8718192000000001,1.0535818341730148
41,149,107,11.67204486311899,148.37383177570092,0.8106060606060606,1.3326379200000003,1.3026002067240792
42,150,113,11.994835078277376,144.95575221238937,0.8828125,1.4073652800000003,1.3386235947357552
43,152,84,10.341765891652821,162.8095238095238,0.9032258064516129,1.04618304,1.154141073508455
44,155,54,8.291859587312052,149.3148148148148,0.8059701492537313,0.6725462400000001,0.925371529944025
45,162,54,8.291859587312052,162.16666666666666,0.6923076923076923,0.6725462400000001,0.925371529944025
46,164,97,11.11324596323283,148.43298969072166,0.6783216783216783,1.2080923200000002,1.2402382494967839
47,180,65,9.09728368293446,147.75384615384615,0.8441558441558441,0.8095464000000001,1.0152568590154858
48,182,109,11.780624362746345,149.0091743119266,0.8515625,1.3575470400000003,1.3147176788824921
49,184,68,9.304852983362556,148.5,0.7727272727272727,0.8469100800000001,1.0384215929432614
50,185,70,9.440697438826296,147.9,0.8860759493670886,0.8718192000000001,1.0535818341730148
51,187,54,8.291859587312052,154.07407407407408,0.8852459016393442,0.6725462400000001,0.925371529944025
52,190,132,12.964089628857149,149.56060606060606,0.8198757763975155,1.6440019200000002,1.446792402580458
53,192,103,11.451797811161432,150.6893203883495,0.7573529411764706,1.2828196800000002,1.2780206357256159
54,194,130,12.865501965161373,152.45384615384614,0.8609271523178808,1.6190928000000002,1.4357900193120092
55,196,116,12.153015559492998,148.44827586206895,0.8467153284671532,1.4447289600000002,1.3562765364394187
56,199,66,9.166995688475081,154.92424242424244,0.9041095890410958,0.8220009600000001,1.0230367188338192
